EAN;Título;Autor;Editorial;Stk. Total;Stock eur;PVP
9788419208231;ESCRITOS DEL EXILIO;DI BENEDETTO, ANTONIO;ADRIANA HIDALGO EDITORA;1;32,00;32,00
9789873793905;ESCRITOS PERIODISTICOS 1943-1986;DI BENEDETTO,ANTONIO;ADRIANA HIDALGO EDITORA;1;23,00;23,00
9788410346314;RETORNADA, LA;DI PIETRANTONIO, DONATELLA;DUOMO EDICIONES;1;8,95;8,95
9788412408164;MEMORIAS DE UNA BEATNIK 4ªED;DI PRIMA,DIANE;EDITORIAL LAS AFUERAS;2;37,90;18,95
9788419490216;TODAS LAS VIDAS;DIAZ BRINGAS, TAMARA;CONSONNI;1;19,90;19,90
9788419693501;LAS FUERZAS DEBILES;"DIAZ CASTELO;SALAS HERNANDEZ";VASO ROTO EDICIONES;1;20,00;20,00
9788418935695;POEMAS INMORALES;DÍAZ DE VILLEGAS, NÉSTOR;EDITORIAL PRE-TEXTOS;6;138,00;23,00
9788419043061;CIUDAD DE MEXICO;DIAZ-FUENTES, EDSON;CINCO TINTAS;1;35,00;35,00
9788414340615;LA PANDILLA WASABI 1;"DÍAZ, ALBERTO;NÚÑEZ, ÁLVARO";ANAYA INFANTIL Y JUVENIL;2;21,90;10,95
9788417417666;LOS BLOQUES NARANJAS;DÍAZ, LUIS;CABALLO DE TROYA;1;15,90;15,90
9788412488234;POEMA DE AMOR POSCOLONIAL;DIAZ, NATALIE;VASO ROTO EDICIONES;1;22,00;22,00
9788410073142;HAY LUGARES QUE SON PARA SIEMPRE;DIAZ, YARELIS;VALPARAÍSO EDICIONES;1;13,95;13,95
9788417553524;A LO LEJOS 4ªED;DIAZ,HERNAN;IMPEDIMENTA;1;24,95;24,95
9788466795210;OLIVER TWIST;DICKENS, CHARLES;ANAYA ELE;2;33,00;16,50
9788417726621;CANCIÓN DE NAVIDAD;DICKENS, CHARLES;ENEIDA;1;15,00;15,00
9788410200593;SECRETO DE LA OROPENDOLA, EL;DICKINSON, EMILY;NÓRDICA LIBROS;1;22,50;22,50
9788419583192;EL RESTO ES PROSA;DICKINSON, EMILY;ALTAMAREA EDICIONES;2;21,80;10,90
9788466338691;PROVINCIA IMAGINARIA, LA (DEBOLSILLO);DIEZ, LUIS MATEO;DEBOLSILLO;1;14,96;14,96
9788466338707;CAMINOS DE LA QUIMERA, LOS (DEBOLSILLO);DIEZ, LUIS MATEO;DEBOLSILLO;1;14,96;14,96
9788437634791;EL REINO DE CELAMA;DÍEZ, LUIS MATEO;EDICIONES CÁTEDRA;2;49,90;24,95
9788420478876;EL EXPEDIENTE DEL NÁUFRAGO;DÍEZ, LUIS MATEO;ALFAGUARA;1;17,90;17,90
9788419036742;DICTADORES;DIKÖTTER, FRANK;ACANTILADO;1;24,00;24,00
9780241721407;LONDRES GUA TOP 10/ TOP 10 LONDON.;DK EYEWITNESS.;DK;1;14,96;14,96
9780241721476;VENECIA GUÍA TOP 10;DK TRAVEL;DK;1;14,96;14,96
9788419654014;CAMPAMENTO FANTASMA. ¡UNAS VACACIONES DE MIEDO!;DOLAN, TAYLOR;BLACKIE BOOKS;2;33,80;16,90
9788423366484;LAS QUE NO DUERMEN NASH;DOLORES REDONDO;EDICIONES DESTINO;2;47,80;23,90
9788423366194;EL GUARDIAN INVISIBLE (TRILOGIA DEL BAZTAN, 1);DOLORES REDONDO;EDICIONES DESTINO;1;11,95;11,95
9788423366200;LEGADO EN LOS HUESOS (TRILOGIA DEL BAZTAN, 2);DOLORES REDONDO;EDICIONES DESTINO;1;11,95;11,95
9788423366217;OFRENDA A LA TORMENTA (TRILOGIA DEL BAZTAN, 3);DOLORES REDONDO;EDICIONES DESTINO;1;11,95;11,95
9788408196440;TODO ESTO TE DARE;DOLORES REDONDO;TUSQUETS EDITORES;1;12,95;12,95
9788423358687;PRIVILEGIOS DEL ANGEL,LOS;DOLORES REDONDO;EDICIONES DESTINO;1;12,95;12,95
9786078619382;NOCHE EN EL ESPEJO, LA;DOMINGO, CLAUDINA;EDITORIAL SEXTO PISO;2;39,80;19,90
9786079436650;ENEMIGAS,LAS;DOMINGO,CLAUDINA;EDITORIAL SEXTO PISO;2;35,80;17,90
9788469663271;EL GRÚFALO;DONALDSON, JULIA;EDITORIAL BRUÑO;1;16,95;16,95
9788469640203;EL GRÚFALO. LIBRO SONIDO;DONALDSON, JULIA;EDITORIAL BRUÑO;3;68,85;22,95
9788469642849;EL GRÚFALO BUSCA Y ENCUE;DONALDSON, JULIA;EDITORIAL BRUÑO;1;16,95;16,95
9788469643884;EL GRÚFALO. POP-UP;DONALDSON, JULIA;EDITORIAL BRUÑO;2;43,90;21,95
9788469629093;EL GRÚFALO. LIBRO CARRUS;DONALDSON, JULIA;EDITORIAL BRUÑO;1;22,95;22,95
9788414343838;CUENTOS CORTOS PARA EMPEZAR A LEER;DONAT, MARC;ANAYA INFANTIL Y JUVENIL;1;17,95;17,95
9780521734172;RADICAL DEMOCRACY;DONNA LEE VAN COTT;CAMBRIDGE UNIVERSITY PRESS;1;5,00;5,00
9789200041433;EL JILGUERO;DONNA TARTT;LAURA TEDESCO;1;6,00;6,00
9788430972005;ERASE EL EUROCOMUNISMO;DONOFRÍO, ANDREA;TECNOS;1;27,90;27,90
9788437617763;EL LUGAR SIN LÍMITES;DONOSO, JOSÉ;EDICIONES CÁTEDRA;2;29,00;14,50
9788420665665;NOCHES BLANCAS RELATOS;DOSTOYEVSKI, FIÓDOR;ALIANZA EDITORIAL;3;37,50;12,50
9788491047940;ARCHIVO SHERLOCK HOLMES;DOYLE, ARTHUR CONAN;ALIANZA EDITORIAL;1;14,90;14,90
9788491047957;REGRESO SHERLOCK HOLMES;DOYLE, ARTHUR CONAN;ALIANZA EDITORIAL;2;31,90;15,95
9789200040436;DUERMETE, NIÑO;DR. EDUARD ESTIVILL;LAURA TEDESCO;1;5,00;5,00
9788408291282;LA SUPRACONCIENCIA EXISTE;DR. MANEL SANS SEGARRA;TUSQUETS EDITORES;1;19,90;19,90
9788479532536;LOS CUATRO ACUERDOS;DR. MIGUEL RUIZ;LAURA TEDESCO;1;5,00;5,00
9788419958884;LA VUELTA AL MUNDO EN OCHENTA JUEGOS;DU SAUTOY, MARCUS;ACANTILADO;2;50,00;25,00
9788419583536;LA TERNURA;DUCAY, PAULA;ALTAMAREA EDICIONES;2;35,80;17,90
9788469808412;LOS TRES MOSQUETEROS;DUMAS, ALEXANDRE;ANAYA INFANTIL Y JUVENIL;2;27,90;13,95
9788469890974;LOS TRES MOSQUETEROS;DUMAS, ALEXANDRE;ANAYA INFANTIL Y JUVENIL;1;16,50;16,50
9788492750566;HOLA TILLY;DUNBAR, POLLY;EDITORIAL KÓKINOS;1;10,50;10,50
9788430627646;EL ACIAGO DEMIURGO;E. M. CIORAN;TAURUS;1;18,90;18,90
9788491042211;VIVIR ANARQUÍA, UTOPIA;EALHAM, CHRIS;ALIANZA EDITORIAL;1;28,95;28,95
9788412440164;FLORES PARTICULARES;ECKERT, NORA;EDITORIAL TRÁNSITO;2;43,80;21,90
9788433924346;COMANDANTE;EDOARDO DE ANGELIS Y SANDRO;TUSQUETS EDITORES;1;5,00;5,00
9788420419589;LA NOCHE DE LA USINA;EDUARDO ALFREDO SACHERI;ALFAGUARA;1;20,90;20,90
9788401389757;PEDIATRÍA;EDUARDO ESTIVILL & GONZALO;LAURA TEDESCO;1;6,00;6,00
9788412667448;EL VINO EN BOTA;EDUARDO FERNÁNDEZ JURADO;EXIT;1;12,00;12,00
9788412807660;AVALADO SEA DIOS;EDUARDO FÉRNANDEZ JURADO;EXIT;1;12,00;12,00
9788420609393;DÍAS Y NOCHES DE AMOR Y DE GUERRA;EDUARDO GALEANO;TUSQUETS EDITORES;1;5,00;5,00
9788412990300;NARCISOS;EDUARDO LÓPEZ-COLLAZO;HUSO EDITORIAL;3;60,00;20,00
9788491996361;ESPAÑA DIVERSA;EDUARDO MANZANO;EDITORIAL CRÍTICA;1;24,90;24,90
9788483066034;CORTÁZAR SIN BARBA;EDUARDO MONTES-BRADLEY;LAURA TEDESCO;1;5,00;5,00
9788420456560;NOSOTROS DOS EN LA TORMENTA;EDUARDO SACHERI;ALFAGUARA;1;21,90;21,90
9788420405223;EL SECRETO DE SUS OJOS;EDUARDO SACHERI;ALFAGUARA;1;20,90;20,90
9789877381887;LA NOCHE DE LA USINA;EDUARDO SACHERI;TUSQUETS EDITORES;1;8,00;8,00
9788420456546;FUNCIONAMIENTO GENERAL DEL MUNDO, EL;EDUARDO SACHERI;ALFAGUARA;1;22,90;22,90
9791387846138;QUÉ QUEDARÁ DE NOSOTROS;EDUARDO SACHERI;ALFAGUARA;2;43,80;21,90
9788430989799;LA EXTREMA IZQUIERDA EN EUROPA OCCIDENTAL;EDUARNE URIARTE Y ÁNGEL;TUSQUETS EDITORES;2;20,00;10,00
9788437634548;PERSONA NON GRATA;EDWARDS, JORGE;EDICIONES CÁTEDRA;2;41,90;20,95
9798288505010;MI ÚLTIMO VIAJE EN LADA;EFRAÍN RODRÍGUEZ SANTANA;EDITORIAL CASA VACÍA;10;200,00;20,00
9788416868032;QUE VIVA MEXICO;EISENSTEIN,SERGUEI;CASIMIRO;1;8,00;8,00
9788437643472;SOBRE LA EXISTENCIA DEL;EKIS EKMAN, KAJSA;EDICIONES CÁTEDRA;1;26,50;26,50
9789200040627;SABORES DE TEMPORADA;EL CORTE INGLES;LAURA TEDESCO;1;6,00;6,00
9788426407351;LA INVENCIÓN OCASIONAL / INCIDENTAL INVENTIONS;ELENA FERRANTE;LUMEN;1;19,90;19,90
9788427242005;A QUERER SE APRENDE;ELENA LPEZ. NAVARRO;MOLINO;1;17,95;17,95
9788416227341;SELK'NAM;"ELGUETA ; REYES";LA OVEJA ROJA;1;16,00;16,00
9788416227211;AÑOS DE ALLENDE,LOS 2ªED;"ELGUETA ; REYES";LA OVEJA ROJA;1;14,00;14,00
9788483465974;BIBLIOTECA ELIAS CANETTI;ELIAS CANETTI;DEBOLSILLO;1;12,95;12,95
9788413621746;CUATRO CUARTETOS;ELIOT, T. S.;ALIANZA EDITORIAL;1;12,95;12,95
9788420645735;POESÍAS REUNIDAS 1909-19;ELIOT, T. S.;ALIANZA EDITORIAL;1;18,50;18,50
9788418817250;MI PRIMER ABECEDARIO;"ELISA ;BERNAT";PENGUIN KIDS;1;21,95;21,95
9788466343183;LA MAGIA DE SER SOFIA;ELISABET BENAVENT;LAURA TEDESCO;1;6,00;6,00
9788416750030;FRESAS SILVESTRES PARA MISS FREUD;ELISABET RIERA;TUSQUETS EDITORES;1;8,00;8,00
9788408102106;ALMAS GEMELAS;ELIZABETH CHANDLER;TUSQUETS EDITORES;1;6,00;6,00
9788412832358;CONSAGRACION DE ASHENDEN, LA;ELKIN, STANLEY;LA FUGA EDICIONES;1;16,50;16,50
9788419043443;EL LIBRO DE LAS RESPUESTAS. CONFIA EN TU ORACULO M;ELLIOT,GAIA;CINCO TINTAS;1;17,95;17,95
9788469875612;UNICORNIO. AMIGO MÁGICO;ELLIOTT, REBECCA;ANAYA INFANTIL Y JUVENIL;2;23,90;11,95
9788469875629;DIARIO DE UN UNICORNIO 2;ELLIOTT, REBECCA;ANAYA INFANTIL Y JUVENIL;1;11,95;11,95
9788469891537;DIARIO UNICORNIO 5;ELLIOTT, REBECCA;ANAYA INFANTIL Y JUVENIL;1;11,95;11,95
9788414335154;DIARIO DE UN UNICORNIO 6;ELLIOTT, REBECCA;ANAYA INFANTIL Y JUVENIL;1;11,95;11,95
9788401021527;MAMÁ, ¿ME CUENTAS TU HISTORIA? / MUM TELL ME;"ELMA VAN VLIET;EMMY VAN VLIET";PLAZA&JANES;1;15,90;15,90
9788489846456;A VEINTE AÑOS, LUZ;ELSA OSORIO;TUSQUETS EDITORES;1;6,00;6,00
9788418838491;CUARTO MUNDO, EL;"ELTIT, DIAMELA;";PERIFÉRICA;1;17,00;17,00
9788416291816;SUMAR;ELTIT,DIAMELA;PERIFÉRICA;1;16,50;16,50
9788417511982;YO;ELTON JOHN;TUSQUETS EDITORES;1;12,00;12,00
9788432243875;EN LA BOCA DEL LOBO;ELVIRA LINDO;TUSQUETS EDITORES;1;10,95;10,95
9788467069235;LAS BRUJAS Y EL INQUISIDOR;ELVIRA ROCA BAREA;TUSQUETS EDITORES;1;21,90;21,90
9788419490254;PARA SENTHURAN;EMEZI, AKWAEKE;CONSONNI;1;21,50;21,50
9788491056645;CUMBRES BORRASCOSAS;EMILY BRONTE;PENGUIN CLÁSICOS;1;15,95;15,95
9788437639529;EMPUJANDO AL PATRIARCADO;ENLOE, CYNTHIA;EDICIONES CÁTEDRA;1;20,50;20,50
9788418927348;NUESTRA HAMBRE EN LA HABANA;ENRIQUE DEL RISCO;TUSQUETS EDITORES;1;10,00;10,00
9798863547992;HISTORIA Y MASOQUISMO;ENRIQUE DEL RISCO;EDICIONES FURTIVAS;6;108,00;18,00
9781948517775;EL TÚNEL AL FINAL DE LA LUZ;ENRIQUE DEL RISCO (ED);HYPERMEDIA EDICIONES;8;144,00;18,00
9788498276794;PODER CURATIVO DEL TAROT, EL;ENRIQUE GONZÁLEZ-RUBIO;EDITORIAL DILEMA;1;8,50;8,50
9788499890456;UNA VIDA ABSOLUTAMENTE MARAVILLOSA;ENRIQUE VILA-MATAS;DEBOLSILLO;1;14,96;14,96
9788490327241;PARÍS NO SE ACABA NUNCA;ENRIQUE VILA-MATAS;DEBOLSILLO;1;11,95;11,95
9788412808902;OCHO ENTREVISTAS INVENTADAS;ENRIQUE VILA-MATAS;HURTADO Y ORTEGA EDITORES;1;13,90;13,90
9788433998064;COSAS QUE PERDIMOS EN EL FUEGO, LAS;ENRIQUEZ, MARIANA;EDITORIAL ANAGRAMA;1;37,80;37,80
9788433998859;NUESTRA PARTE DE NOCHE;ENRIQUEZ, MARIANA;EDITORIAL ANAGRAMA;2;49,80;24,90
9788433922861;LUGAR SOLEADO PARA GENTE SOMBRÍA, UN;ENRIQUEZ, MARIANA;EDITORIAL ANAGRAMA;2;39,80;19,90
9788433998248;PELIGROS DE FUMAR EN LA CAMA, LOS;ENRIQUEZ, MARIANA;EDITORIAL ANAGRAMA;1;18,90;18,90
9788433999238;ALGUIEN CAMINA SOBRE TU TUMBA;ENRIQUEZ, MARIANA;EDITORIAL ANAGRAMA;1;20,90;20,90
9788433999429;BAJAR ES LO PEOR;ENRIQUEZ, MARIANA;EDITORIAL ANAGRAMA;2;39,80;19,90
9788433946720;CÓMO DESAPARECER COMPLETAMENTE;ENRIQUEZ, MARIANA;EDITORIAL ANAGRAMA;2;39,80;19,90
9788412878783;MALISMO;ENTRIALGO, MAURO;CAPITÁN SWING LIBROS;1;18,50;18,50
9788419583437;ARTISTAS DE LA SUPERVIVENCIA;ENZENSBERGER, HANS MAGNUS;ALTAMAREA EDICIONES;2;39,80;19,90
9788410178939;GENTE A CENAR;EPHRON, NORA;LIBROS DEL ASTEROIDE;1;18,95;18,95
9788449343087;EL ARTE DE VIVIR;EPICTETO;TUSQUETS EDITORES;2;34,00;17,00
9788415851738;ARDILLAS DE PAVLOV;ERBER,LAURA;ADRIANA HIDALGO EDITORA;1;15,00;15,00
9781509548125;RECLAIMING POPULISM;ERIC PROTZER;TUSQUETS EDITORES;1;4,00;4,00
9789876705264;EL ORDEN DEL DÍA;ÉRIC VUILLARD;TUSQUETS EDITORES;1;5,00;5,00
9781933372747;THE MOST BEAUTIFUL BOOK IN THE WORLD;ERIC-EMMANUEL SCHMITT;LAURA TEDESCO;1;4,00;4,00
9788412122381;DISTOPÍA TROPICAL;ERICK J. MOTA;HURÓN AZUL;2;32,00;16,00
9788494443404;LA MUJER HELADA;ERNAUX, ANNIE;EDITORIAL CABARET VOLTAIRE;1;19,95;19,95
9788419047304;LOS ARMARIOS VACÍOS;ERNAUX, ANNIE;EDITORIAL CABARET VOLTAIRE;1;19,95;19,95
9788419047335;LA OCUPACIÓN;ERNAUX, ANNIE;EDITORIAL CABARET VOLTAIRE;2;33,90;16,95
9788412175318;UNA MUJER;ERNAUX, ANNIE;EDITORIAL CABARET VOLTAIRE;2;33,90;16,95
9788412175394;PERDERSE;ERNAUX, ANNIE;EDITORIAL CABARET VOLTAIRE;2;45,90;22,95
9781948517294;CUBA QUEER;ERNESTO FUNDORA;HYPERMEDIA EDICIONES;3;90,00;30,00
9789504902485;CUENTOS QUE ME APASIONARON;ERNESTO SABATO;TUSQUETS EDITORES;1;8,00;8,00
9789200040405;EL TÚNEL;ERNESTO SÁBATO;LAURA TEDESCO;1;6,00;6,00
9788087429051;EL CARNAVAL Y LOS MUERTOS;ERNESTO SANTANA;FRA;3;38,70;12,90
9788437639451;CARTAS DE AMOR... DESPUÉ;ESCABIAS, JUANA;EDICIONES CÁTEDRA;1;15,90;15,90
9788415645801;ABANS QUE EL TEU RECORD TORNI CENDRA - CAT 5ªED;ESCALAS I BERNAT,MARIA;ÀMSTERDAM;1;18,90;18,90
9788417918545;ESTIMADA MIRTA - CAT 2ªED;ESCALAS I BERNAT,MARIA;ÀMSTERDAM;1;21,90;21,90
9788416126064;LOS REYES MAGOS;ESCHNER, GÉRALDINE;EDITORIAL KÓKINOS;2;23,80;11,90
9788492750757;LA VOCECITA;ESCOFFIER, MICHAEL;EDITORIAL KÓKINOS;1;15,50;15,50
9788416205493;DIABLO SABE MI NOMBRE,EL;ESCUDOS,JACINTA;CONSONNI;3;46,50;15,50
9788467840070;FÁBULAS;ESOPO;ANAYA INFANTIL Y JUVENIL;2;27,90;13,95
9788419877277;FABULAS COMPLETAS;"ESOPO;CAMPOAMOR";EDICIONES ESPUELA DE PLATA;2;39,80;19,90
9788417417567;YA NADIE CANTA;ESPINAL SOLANO, MANUELA;CABALLO DE TROYA;1;15,90;15,90
9788437645018;HOMBRES FEMINISTAS;ESPINOSA GUTIÉRREZ, JESÚS;EDICIONES CÁTEDRA;1;22,50;22,50
9788418481703;AVERNO VERANO;ESPINOSA, BÁRBARA;ALTAMAREA EDICIONES;2;37,80;18,90
9788412520552;ADONDE VOY SIEMPRE ES DE NOCHE;ESQUINCA AZCÁRATE, BERNARDO;ALMADIA ALJOSAN S.R.L.U.;1;20,00;20,00
9788417720209;GUÍA URGENTE DEL PADRE P;ESTEVE LLORET, RAFAEL;LAROUSSE;1;18,50;18,50
9788413431581;SUEÑOS EN LA ORILLA;ESTÉVEZ GANTES, ROSA;KALANDRAKA;1;14,00;14,00
9788494983702;MEJORES DIAS,LOS 2ªED;ETCHEBARNE,MAGALI;EDITORIAL LAS AFUERAS;2;33,90;16,95
9788424999728;TRAGEDIAS I;EURÍPIDES;GREDOS;1;22,90;22,90
9788439742883;TRES CUERPOS SALVAJES;EVA BALTASAR;RANDOM HOUSE;1;24,90;24,90
9798733183664;VENDRÁS CONMIGO;EVELIO TRABA;EDICIONES FURTIVAS;3;48,00;16,00
9798506088455;LA CONCORDIA;EVELIO TRABA;EDICIONES FURTIVAS;1;20,00;20,00
9788417375782;LOS ÁRBOLES;EVERETT, PERCIVAL;DE CONATUS;2;45,80;22,90
9788417375188;CUÁNTO AZUL;EVERETT, PERCIVAL;DE CONATUS;2;47,80;23,90
9788410182059;CANCELADO;EVERETT, PERCIVAL;DE CONATUS;2;49,80;24,90
9788410182127;JAMES;EVERETT, PERCIVAL;DE CONATUS;1;23,90;23,90
9786079959968;LADAS;EZEQUIEL O. SUÁREZ;RIALTA EDICIONES;1;20,00;20,00
9788402424501;MORTADELO Y FILEMÓN. MISIÓN POR ESPAÑA;F. IBÁÑEZ;BRUGUERA;1;15,95;15,95
9788402430816;MORTADELO Y FILEMÓN. SU VIDA PRIVADA;F. IBÁÑEZ;BRUGUERA;1;15,95;15,95
9788402430809;MORTADELO Y FILEMÓN. LOS INVASORES;F. IBÁÑEZ;BRUGUERA;1;15,95;15,95
9788433922175;REINA DEL BAILE, LA;FABBRI, CAMILA;EDITORIAL ANAGRAMA;2;37,80;18,90
9788414334751;CUENTOS Y LEYENDAS ESPAÑ;FABREGAT, CHIKI;ANAYA INFANTIL Y JUVENIL;1;20,50;20,50
9788418504327;ITACA ES NUNCA;FALCON MALDONADO,CRISTINA;CANDAYA,S.L;1;15,00;15,00
9788419703620;LUZ DE LA EDAD MEDIA, LA;FALK, SEB;ATICO DE LOS LIBROS;1;26,95;26,95
9788412878707;AFRICA NO ES UN PAIS;FALOYIN, DIPO;CAPITÁN SWING LIBROS;1;27,00;27,00
9788413622026;FANTASMAS AZULES (ADN);FARIAS, PAULA;ALIANZA EDITORIAL;1;17,95;17,95
9788413629506;PIEL DE DERIVA;FARIAS, PAULA;ALIANZA EDITORIAL;1;18,95;18,95
9788419834782;MUERTE DE UN LIBRERO;FARMER, BERNARD J.;DUOMO EDICIONES;1;18,00;18,00
9788410415133;EL FINAL DEL BOSQUE;FASCE, MARÍA;SIRUELA;4;79,80;19,95
9788439743446;DEMONIOS;FATMA AYDEMIR;RANDOM HOUSE;1;21,90;21,90
9788415934134;ANTICUARIO,EL;FAVERON PATRIAU,GUSTAVO;CANDAYA,S.L;1;16,00;16,00
9788418504396;ORDEN DEL ALEPH,EL;FAVERON PATRIAU,GUSTAVO;CANDAYA,S.L;1;18,00;18,00
9788412804683;PEQUEÑO ROBIN Y LA NAVIDAD, EL;FEARNLEY, JAN;GRIBAUDO;2;33,80;16,90
9788467044027;LA CASA DE BERNARDA ALBA;FEDERICO GARCIA LORCA;TUSQUETS EDITORES;1;10,95;10,95
9788498957662;POESÍAS COMPLETAS;FELIPE, LEÓN;VISOR;2;60,00;30,00
9788419261564;LENGUA DORMIDA;FELIX,FRANCO;EDITORIAL SEXTO PISO;2;39,80;19,90
9786078619108;MATAR AL CANDIDATO;"FERNANDEZ ; HAGHENBECK";EDITORIAL SEXTO PISO;1;19,00;19,00
9788419347145;MI ALFABETO GELIDO;FERNANDEZ COZMAN, CAMILO;VALPARAÍSO EDICIONES;1;12,00;12,00
9788498958188;ANTIBIÓTICO;FERNÁNDEZ MALLO, AGUSTÍN;VISOR;2;24,00;12,00
9788437642611;EL TERRORISMO EN ESPAÑA;FERNÁNDEZ SOLDEVILLA, GAIZKA;EDICIONES CÁTEDRA;1;19,95;19,95
9788430986354;HÉROES DE LA RETIRADA;"FERNÁNDEZ SOLDEVILLA, GAIZKA;";TECNOS;2;55,80;27,90
9788411074445;EL NIÑO;FERNANDO ARAMBURU;TUSQUETS EDITORES;1;20,50;20,50
9788483103456;LOS PECES DE LA AMARGURA;FERNANDO ARAMBURU;TUSQUETS EDITORES;1;16,00;16,00
9788490669983;LOS VENCEJOS;FERNANDO ARAMBURU;TUSQUETS EDITORES;1;22,90;22,90
9788411072229;LOS VENCEJOS;FERNANDO ARAMBURU;TUSQUETS EDITORES;1;13,95;13,95
9788411075930;HOMBRE CAIDO;FERNANDO ARAMBURU;TUSQUETS EDITORES;1;20,90;20,90
9788466678728;MALAS LENGUAS;FERNANDO BONETE;B;1;20,90;20,90
9788497404518;LA CELESTINA;FERNANDO DE ROJAS;LAURA TEDESCO;1;6,00;6,00
9788412128680;DE LOS DIOSES Y DEL MUNDO;FERNANDO SAVATER;EDITORIAL POLIBEA;1;15,00;15,00
9788417636418;AQUÍ VIVEN LEONES;"FERNANDO SAVATER;SARA";DEBATE;1;21,90;21,90
9788417555481;ZUM ZUM;"FERRADA ; PASCHETTA";A BUEN PASO;1;14,00;14,00
9788413431697;EL IDIOMA SECRETO;FERRADA, MARÍA JOSÉ;KALANDRAKA;1;16,00;16,00
9788411483346;DOCUMANIDAD;FERRARIS, MAURIZIO;ALIANZA EDITORIAL;1;24,95;24,95
9788425368592;ÁMBAR;FERRARO, NICOLÁS;GRIJALBO;1;21,90;21,90
9788420478814;QUÉ VAS A HACER CON EL RESTO DE TU VIDA;FERRERO, LAURA;ALFAGUARA;1;17,90;17,90
9788410074507;CACA, PEDO, PIS. MANUAL PARA IR AL BAÑO;"FERRERO, MAR;ISERN, SUSANNA";NUBEOCHO;1;15,90;15,90
9788416287956;VIAJE AL FONDO DEL RIO;"FERRO ; TENTONI";ADRIANA HIDALGO EDITORA;1;15,00;15,00
9789508891136;MITOGRAMAS;FIADONE,ALEJANDRO EDUARDO;LA MARCA EDITORA;1;18,50;18,50
9789508893000;MANDALAS PRECOLOMBINOS PARA COLOREAR;FIADONE,ALEJANDRO EDUARDO;LA MARCA EDITORA;1;14,90;14,90
9788417074159;LA DECLARACIÓN UNIVERSAL DE DERECHOS HUMANOS;FIESS, J-M;EDITORIAL KÓKINOS;2;29,00;14,50
9788494668227;EXPERIMENTAL FILM;FILES,GEMMA;LA BIBLIOTECA DE CARFAX;1;22,50;22,50
9788412281330;ESTO NO ES PARA VOSOTROS Y OTRAS HISTORIAS;FILES,GEMMA;LA BIBLIOTECA DE CARFAX;1;21,75;21,75
9788412591156;ESCRIBE SI VENDRAS;"FILIPOWICZ ; SZYMBORSKA";EDITORIAL LAS AFUERAS;1;29,95;29,95
9788494733710;UN ROMANCE DE PROVINCIAS;FILIPOWICZ,KORNEL;EDITORIAL LAS AFUERAS;1;15,95;15,95
9788418451898;GUIA FILMAFFINITY,LA 4ªED;FILMAFFINITY;NÓRDICA LIBROS;3;89,85;29,95
9788419654571;DIARIO DE UN GATO ASESINO. FELIZ NAVIDAD;FINE, ANNE;BLACKIE BOOKS;2;27,80;13,90
9788494742385;RARO Y LO ESPELUZNANTE,LO 10ªED;FISHER,MARK;EDICIONES ALPHA DECAY;1;17,90;17,90
9788441546820;RECETAS SALUD. AIRFRYER;FIT HAPPY SISTERS, ANI Y SARA;ANAYA MULTIMEDIA;1;22,95;22,95
9788410200364;UNA FAMILIA MODERNA 3ED;FLATLAND, HELGA;NÓRDICA LIBROS;1;20,95;20,95
9788411488853;MADAME BOVARY;FLAUBERT, GUSTAVE;ALIANZA EDITORIAL;2;27,90;13,95
9788417375027;UN CORAZÓN SENCILLO;"FLAUBERT, GUSTAVE; FLAUBERT,";DE CONATUS;2;24,00;12,00
9788419851819;NOMBRES, LOS;FLORENCE KNAPP;SALAMANDRA;2;44,00;22,00
9788408256199;LO QUE DICEN TUS OJOS;FLORENCIA BONELLI;TUSQUETS EDITORES;1;9,95;9,95
9788413431628;EL GALLINERO;FLORIANO, MARÍA JOSÉ;KALANDRAKA;1;16,00;16,00
9788420478173;LA VIDA FELIZ;FOENKINOS, DAVID;ALFAGUARA;1;19,90;19,90
9788492865109;PICHICIEGOS,LOS 2ªED;FOGWILL;PERIFÉRICA;1;18,00;18,00
9788499899800;LA CAÍDA DE LOS GIGANTES;FOLLET, KEN;DEBOLSILLO;1;14,96;14,96
9788466351058;UNA COLUMNA DE FUEGO (SAGA LOS PILARES DE LA TIERR;"FOLLETT, KEN;KEN FOLLETT";DEBOLSILLO;1;14,96;14,96
9788497931427;VUELO FINAL;FOLLETT,KEN;DEBOLSILLO;1;12,95;12,95
9788466329507;EL UMBRAL DE LA ETERNIDAD (THE CENTURY 3);"FOLLETT,KEN;KEN FOLLETT";DEBOLSILLO;1;10,95;10,95
9788497595711;PAPEL MONEDA;"FOLLETT,KEN;KEN FOLLETT";DEBOLSILLO;1;12,95;12,95
9788415250883;DONDE NACE LA NOCHE;FORCHETTI, LAURA;FAKTORÍA K DE LIBROS;1;16,00;16,00
9788433924254;SÉ MÍA;FORD, RICHARD;EDITORIAL ANAGRAMA;1;21,90;21,90
9788412804676;CUENTOS DE LAS MIL Y UNA NOCHES;FORTI, MARTINA;GRIBAUDO;1;19,90;19,90
9788412394085;HISTORIAS MÁS BELLAS DE LA ODISEA, LAS;"FORTI, MARTINA;CINGOLI,";GRIBAUDO;1;19,90;19,90
9788410200616;HERMANA;FOSSE, JON;NÓRDICA LIBROS;1;16,50;16,50
9788417375140;TRILOGÍA;FOSSE, JON;DE CONATUS;1;18,90;18,90
